CO_IES|NO_IES|SGL_IES|CO_MANTENEDORA|NO_MANTENEDORA|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_MUNICIPIO_IES|NO_MUNICIPIO_IES|CO_UF_IES|SGL_UF_IES|NO_REGIAO_IES|IN_CAPITAL_IES|QT_TEC_TOTAL|QT_TEC_FUND_INCOMP_FEM|QT_TEC_FUND_INCOMP_MASC|QT_TEC_FUND_COMP_FEM|QT_TEC_FUND_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|IN_REFERENTE|VL_RECEITA_PROPRIA|VL_TRANSFERENCIA|VL_OUTRA_RECEITA|VL_DES_PESSOAL_REM_DOCENTE|VL_DES_PESSOAL_REM_TECNICO|VL_DES_PESSOAL_ENCARGO|VL_DES_CUSTEIO|VL_DES_INVESTIMENTO|VL_DES_PESQUISA|VL_DES_OUTRAS
1291|FACULDADE DO NORTE PIONEIRO|FANORPI|860|CETEC - CENTRO EDUCACIONAL TECNOLOGICO DE ENSINO E CULTURALTDA|4|Privada com fins lucrativos|3|Faculdade|4124103|Santo Antônio da Platina|41|PR|Sul|0|19|1|1|2|0|3|2|3|2|5|0|0|0|0|0|1|0|0|0|1|0|0|438|3528|1|6852551.62|0.00|0.00|1222225.47|523810.91|802411.67|228890.31|18416.46|15785.54|0.00
1292|FACULDADES ADAMANTINENSES INTEGRADAS|FAI|15990|FACULDADES ADAMANTINENSES INTEGRADAS|7|Especial|3|Faculdade|3500105|Adamantina|35|SP|Sudeste|0|183|0|1|1|5|42|29|51|38|5|4|1|2|2|2|0|1|0|0|1|0|1|19|0|2|30044421.79|2148.13|1477096.97|11265731.39|6367438.50|4095441.48|7684661.95|4425657.83|0.00|0.00
1294|FACULDADE DAS AMÉRICAS|FAM|862|SOCIEDADE EDUCACIONAL DAS AMERICAS LTDA|4|Privada com fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|88|0|0|0|11|24|7|27|11|6|2|0|0|0|0|1|1|1|1|1|1|1|5707|10680|2|15136048.28|0.00|1558472.27|4239931.09|2080939.73|2227364.90|17001646.56|1366364.87|0.00|2013459.08
1296|ESCOLA SUPERIOR DE MARKETING|ESM|864|SOCIEDADE RECIFENSE DE ESTUDOS DE CIENCIAS HUMANAS|5|Privada sem fins lucrativos|3|Faculdade|2611606|Recife|26|PE|Nordeste|1|16|0|3|0|1|1|2|7|1|1|0|0|0|0|0|1|0|0|1|1|1|0|0|0|1|1785765.00|0.00|0.00|705377.00|178576.00|353581.00|35715.00|425012.00|19643.00|67861.00
1298|Faculdade Estácio de Alagoas - Estácio FAL|ESTÁCIO FAL|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|2704302|Maceió|27|AL|Nordeste|1|64|0|0|0|13|9|0|27|11|2|1|0|1|0|0|1|1|0|1|1|0|1|35000|2600|1|1202140826.13|0.00|142854771.79|153329048.95|55655791.67|65668367.83|169381684.34|0.00|0.00|133649988.41
1299|FACULDADES INTEGRADAS DE FERNANDÓPOLIS|FIFE|492|FUNDACAO EDUCACIONAL DE FERNANDOPOLIS|5|Privada sem fins lucrativos|3|Faculdade|3515509|Fernandópolis|35|SP|Sudeste|0|107|4|3|6|3|22|10|26|19|9|5|0|0|0|0|0|1|0|1|1|1|0|0|3541|1|18868003.73|0.00|624204.05|8127336.65|3426238.86|650240.49|7445044.73|0.00|0.00|1154104.13
1300|INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH|ITES|867|FUNDACAO EDUCACIONAL DE TAQUARITINGA - FETAQ|5|Privada sem fins lucrativos|3|Faculdade|3553708|Taquaritinga|35|SP|Sudeste|0|6|0|0|0|0|5|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4882204.54|957552.73|300388.88|1402733.00|545777.91|510915.97|1033494.05|231588.37|0.00|1329990.78
1301|INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR|IMMES|2395|SOCIEDADE EDUCACIONAL DE JAU LTDA|5|Privada sem fins lucrativos|3|Faculdade|3529302|Matão|35|SP|Sudeste|0|7|0|0|0|0|2|1|3|0|0|0|1|0|0|0|1|0|1|1|1|1|0|176|0|1|1742903.00|0.00|0.00|535765.00|133940.00|395126.00|119528.00|135920.00|25585.00|397039.00
1302|FACULDADE BATISTA BRASILEIRA|FBB|869|CRUZADA MARANATA DE EVANGELIZACAO|5|Privada sem fins lucrativos|3|Faculdade|2927408|Salvador|29|BA|Nordeste|1|43|2|3|1|0|13|9|7|6|2|0|0|0|0|0|0|0|0|1|0|1|0|3869|3869|1|6490560.28|54940.88|18232.59|2582950.78|877595.51|702562.61|114257.59|1177157.02|104533.54|82654.43
1303|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO|IF Goiano|391|MINISTERIO DA EDUCACAO|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|5208707|Goiânia|52|GO|Centro-Oeste|1|631|0|5|0|4|29|64|86|78|151|139|44|28|3|0|1|1|0|1|1|1|1|37000|200000|2|1640275.00|0.00|0.00|57946509.00|38631006.00|7179129.00|66077515.00|44793494.00|686891.00|0.00
1304|FACULDADES INTEGRADAS DE RIBEIRÃO PIRES|FIRP|124|ORGANIZACAO EDUCACIONAL DE RIBEIRAO PIRES|5|Privada sem fins lucrativos|3|Faculdade|3543303|Ribeirão Pires|35|SP|Sudeste|0|44|8|0|4|4|9|6|5|3|2|0|1|2|0|0|0|0|0|1|1|0|1|450|3528|1|12493128.81|0.00|0.00|1890136.69|810058.58|957894.56|482755.86|38842.43|33293.51|0.00
1305|FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP|FIS|533|IUNI EDUCACIONAL S.A.|4|Privada com fins lucrativos|3|Faculdade|5107909|Sinop|51|MT|Centro-Oeste|0|24|1|0|4|1|10|4|0|4|0|0|0|0|0|0|0|1|0|0|1|0|1|258360|6544|1|356945780.61|0.00|271362381.45|58867013.57|152445312.71|56782142.53|56316986.89|14703081.25|0.00|44252444.44
1307|FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL|FAEF|585|SOCIEDADE CULTURAL E EDUCACIONAL DE GARCA S/S LTDA|4|Privada com fins lucrativos|3|Faculdade|3516705|Garça|35|SP|Sudeste|0|39|0|0|0|0|8|6|7|7|1|0|5|4|1|0|1|1|1|1|1|1|1|3098|38460|1|18050363.90|0.00|2081817.06|4608627.32|3072418.21|0.00|3600697.26|730231.75|24628.50|3551101.09
1308|FACULDADE NOVO MILÊNIO|FNM|14952|ASSOCIACAO DE ENSINO SUPERIOR DE CAMPO GRANDE LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|3205200|Vila Velha|32|ES|Sudeste|0|54|0|0|0|1|11|8|13|11|3|4|0|3|0|0|0|1|0|0|1|0|1|0|7072|1|17777155.10|0.00|140419.51|5864924.60|1655333.50|3852165.72|1262193.45|849664.94|2607579.01|84187.21
1309|Faculdade Projeção de Taguatinga Norte - FAPRO|FAPRO|14955|GUATAG ASSOCIACAO DE ASSISTENCIA EDUCACIONAL|5|Privada sem fins lucrativos|3|Faculdade|5300108|Brasília|53|DF|Centro-Oeste|1|30|0|0|0|0|14|5|8|2|1|0|0|0|0|0|0|1|1|1|1|0|1|146|7074|2|2479218.79|0.00|77941.19|1461958.24|816313.36|794234.78|758789.27|768253.71|0.00|650045.88
1310|FACULDADE DE AMERICANA|FAM|872|ASSOCIACAO EDUCACIONAL AMERICANENSE|5|Privada sem fins lucrativos|3|Faculdade|3501608|Americana|35|SP|Sudeste|0|167|10|6|8|7|45|20|17|11|9|8|14|5|4|3|0|0|1|1|1|0|1|25|37|2|31315317.38|0.00|3502989.32|4857573.73|5446975.31|1427194.27|15613132.39|182613.81|0.00|3217537.95
1311|TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS|TREVISAN|873|FACULDADE TREVISAN LTDA|4|Privada com fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|17|0|0|0|0|4|3|8|0|2|0|0|0|0|0|0|1|1|1|1|1|1|17|86|2|4425517.00|0.00|417600.40|1247676.50|534718.50|201143.50|3522441.30|0.00|0.00|274405.00
1312|FACULDADES INTEGRADAS DE RONDONÓPOLIS|FAIR|15801|UNIC EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|5107602|Rondonópolis|51|MT|Centro-Oeste|0|239|6|0|2|1|44|11|10|1|50|72|25|16|1|0|0|1|0|0|0|1|1|258360|6544|1|243326566.66|0.00|5878163.02|32696404.08|8039125.66|23769624.84|24634325.41|12057438.71|992137.16|20417307.65
1313|FACULDADE UNIDA DE SUZANO|UNISUZ|875|ASSOCIACAO DE EDUCACAO SUPERIOR DE SUZANO|5|Privada sem fins lucrativos|3|Faculdade|3552502|Suzano|35|SP|Sudeste|0|27|0|0|2|0|8|9|2|4|2|0|0|0|0|0|1|1|0|1|1|1|1|632|3528|1|15779208.71|0.00|0.00|2536667.07|1087143.03|1220985.72|1278035.90|102830.47|88140.41|0.00
1314|INSTITUTO DE ENSINO SUPERIOR JOÃO ALFREDO DE ANDRADE|IJAA|876|INSTITUTO J. ANDRADE LTDA|4|Privada com fins lucrativos|3|Faculdade|3136652|Juatuba|31|MG|Sudeste|0|9|0|0|1|4|0|0|3|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2|847306.78|0.00|0.00|470302.78|128303.67|292575.50|123882.98|0.00|0.00|108911.46
1315|FACULDADE DE EDUCAÇÃO DA SERRA|FASE|874|ASSOCIACAO EDUCACIONAL EVANGELICA DA SERRA - ASSEV|5|Privada sem fins lucrativos|3|Faculdade|3205002|Serra|32|ES|Sudeste|0|7|0|0|0|1|1|0|1|1|1|0|1|1|0|0|0|1|0|0|1|1|0|28|5|2|175648.57|0.00|0.00|37587.21|11256.41|27624.12|0.00|0.00|0.00|0.00
1317|FACULDADE SUDOESTE PAULISTA|FSP|878|INSTITUICAO CHADDAD DE ENSINO LTDA|4|Privada com fins lucrativos|3|Faculdade|3504503|Avaré|35|SP|Sudeste|0|42|1|0|2|4|17|11|4|0|3|0|0|0|0|0|0|0|0|0|1|1|1|50|250|1|31185473.60|0.00|186666.27|6448980.61|1957731.87|2638041.97|6725177.97|0.00|0.00|1244009.96
1318|FACULDADE MAURÍCIO DE NASSAU DE VITÓRIA DA CONQUISTA|FMN|879|INSTITUTO DE ENSINO SUPERIOR JUVENCIO TERRA LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|2933307|Vitória da Conquista|29|BA|Nordeste|0|45|0|0|0|0|11|9|6|7|3|2|2|3|1|1|0|1|1|1|1|0|1|16977|3389|1|2841400.00|0.00|166700.00|839600.00|360000.00|619900.00|2371300.00|0.00|0.00|210500.00
1319|FACULDADE TECSOMA|FATEC|880|INSTITUTO TECSOMA LTDA - ITEC|4|Privada com fins lucrativos|3|Faculdade|3147006|Paracatu|31|MG|Sudeste|0|29|0|1|2|2|9|1|7|3|3|1|0|0|0|0|1|1|1|1|1|0|1|305|15|1|5276610.87|0.00|951380.86|1109806.06|627759.67|1071676.28|785025.28|94057.91|0.00|112109.09
1322|FACULDADE EDUVALE DE AVARÉ|EDUVALE|882|ASSOCIACAO EDUCACIONAL DO VALE DA JURUMIRIM|5|Privada sem fins lucrativos|3|Faculdade|3504503|Avaré|35|SP|Sudeste|0|49|0|0|8|2|10|9|10|4|4|2|0|0|0|0|1|0|0|0|1|1|1|78|0|2|8883569.00|0.00|0.00|3517893.00|1154864.00|2753907.00|355343.00|346459.00|408645.00|186555.00
1324|FACULDADE DE INFORMÁTICA LEMOS DE CASTRO|FILC|884|ASSOCIACAO EDUCACIONAL LEMOS DE CASTRO - AELC|5|Privada sem fins lucrativos|3|Faculdade|3304557|Rio de Janeiro|33|RJ|Sudeste|1|3|0|0|0|0|1|1|0|0|0|0|0|1|0|0|1|1|1|1|1|1|0|597|3528|1|824043.07|0.00|10.25|325830.86|139641.80|171928.69|84010.54|6759.47|5793.83|0.00
1325|FACULDADE DE APUCARANA|FAP|885|CESUAP CENTRO DE ENSINO SUPERIOR DE APUCARANA|5|Privada sem fins lucrativos|3|Faculdade|4101408|Apucarana|41|PR|Sul|0|32|2|1|2|0|11|6|2|1|6|1|0|0|0|0|0|1|0|1|1|0|1|0|10651|1|6082907.11|0.00|356181.85|2112923.80|453117.26|1301929.25|0.00|0.00|0.00|868446.25
1326|FACULDADE CAPIXABA DA SERRA|MULTIVIX SERRA|15213|EMPRESA CAPIXABA DA SERRA DE ENSINO, PESQUISA E EXTENSAO LTDA|4|Privada com fins lucrativos|3|Faculdade|3205002|Serra|32|ES|Sudeste|0|97|2|0|4|4|30|18|16|3|5|7|5|3|0|0|0|0|0|0|1|0|1|448|0|2|29436225.11|0.00|408643.37|2292391.91|1979187.88|3039926.70|4896228.53|193355.63|0.00|4172408.36
1327|ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE|ESPM - POA|412|ASSOCIACAO ESCOLA SUPERIOR DE PROPAGANDA E MARKETING|5|Privada sem fins lucrativos|3|Faculdade|4314902|Porto Alegre|43|RS|Sul|1|101|0|0|0|2|40|27|12|12|8|0|0|0|0|0|1|1|0|1|1|1|1|50561|286780|1|305648135.82|0.00|20327438.10|79025540.72|56701173.53|67656881.80|83653676.38|14412519.87|18660837.57|563619.04
1328|FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA|FACOTTUR|887|SOEC SOCIEDADE OLINDENSE DE EDUCACAO E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|2609600|Olinda|26|PE|Nordeste|0|98|0|0|0|1|49|20|15|3|10|0|0|0|0|0|0|0|0|0|1|0|0|124|0|1|5060024.41|0.00|0.00|588690.26|672624.46|266499.81|1496329.46|29739.73|7996.99|2031140.69
1330|FACULDADE COTEMIG|COTEMIG|889|SOCIEDADE TECNICA EDUCACIONAL DE MINAS GERAIS LTDA|4|Privada com fins lucrativos|3|Faculdade|3106200|Belo Horizonte|31|MG|Sudeste|1|6|0|0|0|0|0|0|2|0|1|1|0|1|0|1|1|0|0|1|1|1|1|0|196|1|2010702.00|0.00|109276.00|548775.00|201733.00|568609.00|699185.00|7018.00|0.00|94658.00
1333|FACULDADE CECAP DO LAGO NORTE|CECAP|890|ASSOCIACAO PENINSULA NORTE DE EDUCACAO CIENCIA E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|5300108|Brasília|53|DF|Centro-Oeste|1|25|2|1|1|4|2|5|3|2|3|0|1|0|1|0|1|1|1|1|1|1|1|10500|11800|1|2673619.02|0.00|0.00|962968.36|359019.20|436648.90|635075.64|103900.80|0.00|0.00
1334|FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS - FACISA|FACISA|891|CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA|4|Privada com fins lucrativos|3|Faculdade|2504009|Campina Grande|25|PB|Nordeste|0|198|0|0|12|17|40|21|51|23|6|8|7|5|4|4|0|1|0|1|1|1|1|95|17|1|98780023.06|0.00|4656939.02|21067171.75|7671215.66|9648247.04|13732662.53|5020278.23|2581819.05|18874159.37
1336|FACULDADE ASSIS GURGACZ|FAG|893|FUNDACAO ASSIS GURGACZ|5|Privada sem fins lucrativos|3|Faculdade|4104808|Cascavel|41|PR|Sul|0|401|23|5|32|7|147|75|39|11|26|17|7|7|4|1|0|1|0|1|1|1|1|0|0|1|141143614.37|305521.20|10284213.28|19284848.32|11176211.34|8814061.90|82526872.66|3538607.76|872309.99|15379597.77
1337|FACULDADE MATER DEI|FMD|894|COLEGIO MATER DEI LTDA|4|Privada com fins lucrativos|3|Faculdade|4118501|Pato Branco|41|PR|Sul|0|49|0|0|3|0|7|3|6|1|10|10|1|7|0|1|0|1|1|0|1|1|1|30|2450|2|20947169.37|0.00|306115.81|3147477.09|1021279.66|2629103.82|962482.70|3569677.49|0.00|1185446.49
1342|Faculdade Doctum de Pedagogia da Serra|DOCTUM|218|INSTITUTO ENSINAR BRASIL|5|Privada sem fins lucrativos|3|Faculdade|3205002|Serra|32|ES|Sudeste|0|63|6|4|1|3|13|10|9|1|6|3|1|4|1|1|0|0|0|0|1|1|1|0|0|1|142621909.98|0.00|1178117.02|32975705.08|18297609.91|4269367.33|22687483.13|4703554.65|0.00|49879546.11
1344|FACULDADE BORGES DE MENDONÇA|FBM|3248|SISTEMA DE ENSINO BORGES DE MENDONCA LTDA|4|Privada com fins lucrativos|3|Faculdade|4205407|Florianópolis|42|SC|Sul|1|25|0|0|3|0|5|5|5|3|0|3|0|1|0|0|0|0|0|0|1|1|0|372|25|2|7872764.43|0.00|0.00|1372745.14|1037740.57|777553.54|0.00|0.00|0.00|0.00
1345|FACULDADE ANHANGUERA DE OSASCO|FIZO|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3534401|Osasco|35|SP|Sudeste|0|205|35|3|1|10|48|19|36|29|9|8|5|1|1|0|0|1|0|0|1|0|1|258360|6544|1|2000117063.22|0.00|209094359.16|307760280.52|176659143.48|290584271.13|445411000.82|136566175.50|17550401.46|379828565.54
1346|FACULDADE BATISTA DE MINAS GERAIS|FBMG|898|JUNTA DE EDUCACAO DA CONVENCAO BATISTA MINEIRA|5|Privada sem fins lucrativos|3|Faculdade|3106200|Belo Horizonte|31|MG|Sudeste|1|23|0|0|0|0|3|2|6|3|2|1|2|4|0|0|1|0|0|1|1|0|1|50|0|2|9817373.85|0.00|1435716.57|3418417.70|466147.87|1610811.55|0.00|0.00|0.00|2719337.67
1350|FACULDADE DO VALE DO JAGUARIBE|FVJ|901|UNIAO DE EDUCACAO E CULTURA VALE DO JAGUARIBE LTDA|4|Privada com fins lucrativos|3|Faculdade|2301109|Aracati|23|CE|Nordeste|0|158|5|3|4|16|21|36|25|13|19|7|3|6|0|0|0|1|0|0|1|1|0|24|5430|1|22110354.22|0.00|345286.60|4023638.64|3004937.89|4878464.94|5463840.27|1392019.00|0.00|1000500.09
1351|CENTRO UNIVERSITÁRIO SOCIESC||902|SOCIEDADE EDUCACIONAL DE SANTA CATARINA|5|Privada sem fins lucrativos|2|Centro Universitário|4209102|Joinville|42|SC|Sul|0|127|0|0|0|0|43|20|29|9|10|5|5|4|0|2|1|1|1|1|1|1|1|204|0|2|65036249.00|0.00|0.00|12221166.00|4129784.00|12643173.00|16838033.00|0.00|3505080.00|0.00
1353|INSTITUTO DE ENSINO SUPERIOR DE GARÇA|IESG|903|INSTITUTO DE ENSINO SUPERIOR DE GARCA S/C LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|3516705|Garça|35|SP|Sudeste|0|8|0|1|0|1|1|1|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|272|3528|1|2628611.56|0.00|0.00|276447.66|118477.57|157350.37|74078.98|5960.38|5108.90|0.00
1355|FACULDADES INTEGRADAS DE JAHU|FIJ|271|FUNDACAO EDUCACIONAL DR RAUL BAUAB-JAHU|5|Privada sem fins lucrativos|3|Faculdade|3525300|Jaú|35|SP|Sudeste|0|107|5|6|11|7|13|6|32|14|2|2|4|3|1|1|1|1|1|1|1|1|1|40|4|1|20611977.00|0.00|326385.00|3198082.27|2781356.88|538149.52|0.00|897061.00|0.00|5922143.00
1356|FACULDADES INTEGRADAS DE SANTA FÉ DO SUL|FUNEC|447|FUNDACAO MUNICIPAL DE EDUCACAO E CULTURA DE SANTA FE DO SUL|7|Especial|3|Faculdade|3546603|Santa Fé do Sul|35|SP|Sudeste|0|151|3|6|1|10|25|19|44|29|4|8|2|0|0|0|0|0|1|1|1|0|1|162|55|2|23702611.13|0.00|0.00|11575126.03|1605920.09|1802821.69|7767721.96|433496.15|0.00|0.00
1357|INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO|ISERJ|904|FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO|2|Pública Estadual|3|Faculdade|3304557|Rio de Janeiro|33|RJ|Sudeste|1|11|0|0|0|0|1|0|1|4|3|1|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0.00|686089515.00|0.00|351952943.43|295640472.48|77429647.55|69300103.00|0.00|0.00|0.00
1359|FACULDADE CAPIXABA DE NOVA VENÉCIA|MULTIVIX NOVA VENÉCI|2923|EMPRESA CAPIXABA DE ENSINO, PESQUISA E EXTENSAO S/A|4|Privada com fins lucrativos|3|Faculdade|3203908|Nova Venécia|32|ES|Sudeste|0|120|3|1|9|10|22|16|26|8|18|5|0|1|1|0|0|0|0|1|1|1|0|436|56|1|45177015.06|0.00|1453506.18|3134501.51|2409466.14|3311746.00|4497575.20|0.00|0.00|4615660.20
1360|FACULDADE SÃO GABRIEL|FSG|784|UNIAO DAS ESCOLAS SUPERIORES CAMPOMAIORENSES LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|2211001|Teresina|22|PI|Nordeste|1|10|0|0|0|1|1|0|1|1|6|0|0|0|0|0|0|1|1|0|1|0|1|823|0|1|4778853.33|0.00|0.00|1228665.62|245516.75|655548.29|360365.11|0.00|0.00|852707.99
1362|FACULDADE UBAENSE OZANAM COELHO|FAGOC|907|SEGOC - SOCIEDADE EDUCACIONAL GOVERNADOR OZANAM COELHO LTDA|4|Privada com fins lucrativos|3|Faculdade|3169901|Ubá|31|MG|Sudeste|0|84|0|0|5|6|13|10|11|3|6|8|13|8|0|1|1|1|1|1|1|1|1|31|4952|2|19047526.23|0.00|604486.26|2813914.92|1645804.44|2452845.65|873552.49|913882.77|220550.00|2022304.19
1363|FACULDADE VISCONDE DE CAIRÚ|FAVIC|111|FUNDACAO VISCONDE DE CAIRU|5|Privada sem fins lucrativos|3|Faculdade|2927408|Salvador|29|BA|Nordeste|1|97|0|6|4|9|16|29|9|6|11|5|1|1|0|0|1|0|0|1|1|1|1|140|240|1|16690670.30|0.00|0.00|5325499.78|2180984.62|2611180.82|0.00|780000.00|58000.00|4620000.00
1364|FACULDADE DE TECNOLOGIA E CIÊNCIAS DE VITÓRIA DA CONQUISTA|FTC|1564|INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|2933307|Vitória da Conquista|29|BA|Nordeste|0|102|5|9|2|7|37|21|10|7|1|3|0|0|0|0|0|1|0|0|1|1|1|42|7074|2|33648478.74|0.00|154091.67|5261367.94|1821433.77|4573216.17|3277011.26|339367.86|0.00|1471298.84
1365|CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO|UNASP|144|INSTITUTO ADVENTISTA DE ENSINO|5|Privada sem fins lucrativos|2|Centro Universitário|3515152|Engenheiro Coelho|35|SP|Sudeste|0|1075|27|53|19|68|106|255|148|122|40|45|44|78|18|52|1|1|1|1|1|1|1|42029|1823|2|79109636.54|3908273.99|2110375.52|35124715.99|5432182.63|4783157.22|16374347.49|6279408.74|1126683.81|3318666.62
1366|FACULDADE BARDDAL|FB-SI|802|FUNDACAO BARDDAL DE EDUCACAO E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|4205407|Florianópolis|42|SC|Sul|1|13|2|0|0|0|2|3|3|1|1|0|1|0|0|0|0|1|1|1|1|1|1|99|3528|1|1441859.07|0.00|0.00|605658.80|259568.06|568128.50|589711.97|47448.09|40669.79|0.00
1371|FACULDADE DE MIRANDÓPOLIS|FAM|289|INSTITUTO EDUCACIONAL DO ESTADO DE SAO PAULO - IESP|5|Privada sem fins lucrativos|3|Faculdade|3530102|Mirandópolis|35|SP|Sudeste|0|10|1|0|0|0|3|2|3|1|0|0|0|0|0|0|0|0|0|1|1|0|0|458|3528|1|240423691.21|0.00|96715100.52|28186221.35|12079809.15|7235980.40|58119857.15|4676310.35|4008266.01|910.20
1373|FACULDADE CASA BRANCA|FACAB|909|SOCIEDADE CIVIL DE EDUCACAO CASA BRANCA S/S LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|3510807|Casa Branca|35|SP|Sudeste|0|10|0|1|1|3|1|1|1|1|1|0|0|0|0|0|0|0|0|1|0|1|0|6|3|1|909860.00|0.00|46003.00|277515.86|119918.88|159463.61|13575.14|22000.00|0.00|71155.00
1374|FACULDADE DE CIÊNCIAS SOCIAIS DE GUARANTÃ DO NORTE|FCSGN|683|UNIFLOR-UNIAO DAS FACULDADES DE ALTA FLORESTA|5|Privada sem fins lucrativos|3|Faculdade|5104104|Guarantã do Norte|51|MT|Centro-Oeste|0|13|0|0|0|0|3|0|4|2|2|2|0|0|0|0|1|0|1|1|1|1|1|65|70|2|4229000.00|0.00|93800.00|1105080.00|1044960.00|671887.50|678000.00|314724.12|493808.08|5080.00
1375|FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA|FCARP|910|FUNDACAO ARCO IRIS DE ARAPUTANGA|5|Privada sem fins lucrativos|3|Faculdade|5101258|Araputanga|51|MT|Centro-Oeste|0|39|3|2|3|1|3|2|3|3|14|4|1|0|0|0|0|1|0|1|1|1|1|8|0|2|7139676.00|0.00|324595.00|2937819.00|1199955.00|1313814.00|0.00|0.00|0.00|2012683.00
1379|FACULDADES INTEGRADAS SÃO PEDRO|FAESA|789|ASSOCIACAO EDUCACIONAL DE VITORIA|5|Privada sem fins lucrativos|3|Faculdade|3205309|Vitória|32|ES|Sudeste|1|86|4|2|6|5|29|18|9|5|6|2|0|0|0|0|1|1|1|1|1|0|1|30000|6200|1|47995938.00|0.00|2438309.00|11659405.00|4009079.00|4727333.00|19933408.00|84177.00|150000.00|4541478.00
1381|FACULDADE MARTHA FALCÃO|FMF|914|INSTITUTO DE ENSINO SUPERIOR DA AMAZONIA LTDA|4|Privada com fins lucrativos|3|Faculdade|1302603|Manaus|13|AM|Norte|1|283|4|3|2|5|37|34|33|17|26|21|38|50|8|5|0|1|0|1|1|1|1|168|2450|2|27132080.53|0.00|630226.32|6428177.67|3541576.58|6506366.45|9985289.56|0.00|0.00|1012807.75
1382|Faculdades EST|EST|915|INSTITUICAO SINODAL DE ASSISTENCIA EDUCACAO E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|4318705|São Leopoldo|43|RS|Sul|0|61|3|1|6|0|17|9|11|5|2|0|2|1|3|1|1|0|1|0|1|0|1|0|1021|2|5652967.90|1078330.50|3944962.10|3137747.14|1719841.77|1815581.57|602335.34|899794.16|643877.67|1541599.79
1383|FACULDADE JOSÉ LACERDA FILHO DE CIÊNCIAS APLICADAS|FAJOLCA|916|ASSOCIACAO VALE IPOJUCA DE EDUCACAO, CIENCIA E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|2607208|Ipojuca|26|PE|Nordeste|0|34|1|2|0|0|9|9|8|3|2|0|0|0|0|0|1|1|1|1|1|1|1|20|0|2|3201806.61|0.00|0.00|747770.09|847513.72|269913.44|75132.51|0.00|15000.00|0.00
