pm25,fips,region,longitude,latitude
11.0682172777778,29021,west,-94.858584,39.741694
9.68185577777778,29037,west,-94.57997,38.75976
9.91200333333333,29039,west,-94.035,37.69
9.35354244444444,29047,west,-94.376623,39.30309
10.045200875,29077,west,-93.284874,37.199541
11.187008,29095,west,-94.570796,39.104758
10.6716542727273,29099,west,-90.361492,38.43783
12.243396,29183,west,-90.226488,38.872546
11.3636205,29186,west,-90.051204,37.967281
11.4840800588235,29189,west,-90.327477,38.456762
12.6136766470588,29510,west,-90.263711,38.542551
5.11706416666667,30013,west,-111.278889,47.502222
8.46164677868853,30029,west,-114.174722,48.381111
6.55527425242718,30031,west,-111.068135,45.726223
8.58951867777778,30049,west,-112.035278,46.603889
11.25065,30053,west,-115.553309,48.391545
8.21510781818182,30063,west,-113.4827,47.1771
8.03774343636364,30081,west,-114.158889,46.243621
5.49860424,30083,west,-104.485552,47.803392
6.41219957142857,30089,west,-115.323746,47.594395
10.0470852790698,30093,west,-112.501247,46.002602
6.44962766666667,30111,west,-108.426111,45.801944
9.67058132692308,31055,west,-95.973142,41.247486
7.31992,31079,west,-98.364967,40.942099
8.20116966666667,31109,west,-96.68302,40.81259
11.228491962963,31153,west,-95.956103,41.133294
5.56392475,31157,west,-103.664444,41.865
8.75971833333333,31177,west,-96.146175,41.551211
7.2591782,32003,west,-115.113916,36.163959
8.31676177777778,32031,west,-119.807717,39.525083
5.67333783333333,33001,east,-71.496361,43.566111
9.56474282857143,33005,east,-72.272389,42.930472
6.48706155172414,33009,east,-72.309583,43.629611
8.2021062,33011,east,-71.444583,42.762056
8.274278,33013,east,-71.458306,43.13244
7.19440534285714,33015,east,-70.748,43.075333
8.546667,33019,east,-72.338333,43.364444
9.29534066666667,34001,east,-74.448736,39.464872
11.0967993333333,34003,east,-73.973314,40.852256
11.0921324,34007,east,-75.097617,39.923042
10.1354416666667,34013,east,-74.212738,40.730286
9.97266933333333,34015,east,-75.284723,39.830806
11.0535022222222,34017,east,-74.05229,40.725454
9.319862,34021,east,-74.763167,40.222411
8.796169,34023,east,-74.422403,40.472825
8.2837905,34027,east,-74.483433,40.801211
9.01857033333333,34029,east,-74.170447,39.994908
9.79810733333333,34031,east,-74.168092,40.918381
10.9732397692308,34039,east,-74.208365,40.64144
9.38279475,34041,east,-75.180525,40.699207
5.43849355555556,35001,west,-106.5852,35.1343
5.808578,35005,west,-104.523611,33.396944
9.0515952,35013,west,-106.5575,31.795833
4.846861,35017,west,-108.271667,32.784444
5.660888,35025,west,-103.122917,32.726656
4.0068345,35043,west,-106.649444,35.238056
4.66262616666667,35045,west,-108.220833,36.7275
4.10105933333333,35049,west,-105.953611,35.671111
8.262994,36001,east,-73.75464,42.64225
11.2789320833333,36005,east,-73.92009,40.83606
7.5499004,36013,east,-79.58961,42.29071
9.9468175,36029,east,-78.809526,42.876907
4.42011366666667,36031,east,-73.8589,44.39308
10.8066123333333,36047,east,-73.94771,40.71961
8.271174,36055,east,-77.54817,43.14618
9.549764,36059,east,-73.73388,40.63103
11.8159106153846,36061,east,-73.96661,40.75912
8.5668852,36063,east,-79.00106,43.08218
7.6943322,36067,east,-76.05921,43.05235
8.53265366666667,36071,east,-74.00885,41.49916
9.99871033333333,36081,east,-73.82153,40.73614
9.81953766666667,36085,east,-74.13719,40.63307
5.7931625,36089,east,-74.95151,44.67811
7.40299266666667,36101,east,-77.20978,42.09142
8.84131966666667,36103,east,-73.41919,40.74529
9.61576766666667,36119,east,-73.76575,40.93149
10.8927433333333,37001,east,-79.407821,36.089004
9.55256242857143,37021,east,-82.583333,35.6075
9.941374,37033,east,-79.467417,36.307033
11.406523,37035,east,-81.365556,35.728889
9.8700646,37037,east,-79.159722,35.757222
11.46784575,37051,east,-78.953112,35.041416
12.120873,37057,east,-80.2625,35.814444
9.27016,37061,east,-77.960781,34.954823
10.4236796666667,37063,east,-78.905417,36.032944
10.272871,37065,east,-77.75007,35.93355
10.8731255,37067,east,-80.226667,36.110556
11.1207466666667,37071,east,-81.153333,35.253056
10.907798,37081,east,-79.801111,36.109167
10.561391,37087,east,-82.97918,35.50575
9.72061083333333,37099,east,-83.278056,35.466667
9.7734438,37107,east,-77.568792,35.231459
10.7098138,37111,east,-81.993808,35.687406
9.8205842,37117,east,-76.906249,35.81066
11.506857,37119,east,-80.785683,35.2401
9.56803666666667,37121,east,-82.073333,35.915278
9.5982845,37123,east,-79.836613,35.2632
8.794332,37129,east,-77.838611,34.364167
12.14,37135,east,-79.056667,35.901944
10.4836334444444,37147,east,-77.386111,35.594167
10.4413583333333,37155,east,-78.99028,34.645
11.392121,37159,east,-80.395039,35.551868
9.42976508333333,37173,east,-83.442133,35.434767
10.442205,37183,east,-78.574167,35.856111
8.62373033333333,37189,east,-81.663056,36.221944
11.489371,37191,east,-77.993893,35.369214
4.445261,38007,west,-103.37853,46.8943
6.85138458823529,38015,west,-100.76821,46.825425
8.65563647058823,38017,west,-96.85535,46.933754
6.682989,38057,west,-101.766944,47.298611
9.719606,39009,east,-81.908827,39.442165
13.3537078888889,39017,east,-84.3543,39.4938
12.7792063333333,39023,east,-83.80949,39.92882
11.5753586666667,39025,east,-84.1441,39.0828
12.95217124,39035,east,-81.703803,41.480891
12.0030557407407,39049,east,-82.99344,39.99875
11.875767,39057,east,-83.88705,39.80834
13.8866486923077,39061,east,-84.36612,39.2787
12.740308,39081,east,-80.61558,40.36644
10.802238,39085,east,-81.24248,41.72229
11.88043,39087,east,-82.665331,38.520043
10.390362,39093,east,-82.114261,41.463071
11.7130285384615,39095,east,-83.54625,41.644067
12.3814811111111,39099,east,-80.645062,41.111126
10.2358348333333,39103,east,-81.911636,41.10087
13.4121483333333,39113,east,-84.187678,39.760659
11.4944176666667,39133,east,-81.2352,41.1644
11.685097,39135,east,-84.72049,39.83562
11.4683505,39145,east,-82.917,38.754595
13.3125453333333,39151,east,-81.394186,40.786878
13.2186769268293,39153,east,-81.468956,41.063526
12.5797465,39155,east,-80.787053,41.214577
11.8646893333333,39165,east,-84.20077,39.42689
11.0958737727273,40001,west,-94.669697,35.750735
9.0617425,40015,west,-98.252778,35.111944
10.9530696666667,40097,west,-95.310616,36.304624
10.867874,40101,west,-95.377669,35.755273
9.59903444444445,40109,west,-97.52709,35.47292
9.47920516666667,40115,west,-94.838889,36.922222
10.2358013333333,40121,west,-95.784375,34.90227
10.4086445,40135,west,-94.830059,35.581174
11.1613671666667,40143,west,-95.925382,36.14004
5.2520316,41017,west,-121.312554,44.063916
10.4523575,41025,west,-119.051111,43.586389
7.73074233333333,41029,west,-122.87923,42.31411
8.4805664,41033,west,-123.348466,42.434139
11.886877,41035,west,-121.731369,42.190296
10.3575974285714,41037,west,-120.353969,42.189215
7.90896707407407,41039,west,-123.139831,44.066304
9.56221533333333,41043,west,-122.7305,44.3958
7.13381283333333,41051,west,-122.602877,45.496641
8.1454586,41059,west,-118.823033,45.652231
6.747489,41061,west,-118.095206,45.339
8.04155475,41067,west,-122.972398,45.528501
11.341486,42001,east,-77.30968,39.92002
13.082700729927,42003,east,-79.960757,40.46542
12.3694926190476,42007,east,-80.316442,40.747796
10.8911238235294,42011,east,-75.9686,40.38335
11.6064875882353,42017,east,-74.882222,40.107222
12.7657831818182,42021,east,-78.915,40.309722
9.67006064705882,42027,east,-77.877028,40.811389
13.9916447777778,42029,east,-75.768242,39.834461
12.7549866363636,42041,east,-77.18675,40.246528
12.3510632857143,42043,east,-76.846988,40.246992
12.7077554333333,42045,east,-75.3725,39.835556
10.2643846666667,42049,east,-80.038611,42.14175
9.60061505555556,42069,east,-75.623056,41.442778
12.09918484,42071,east,-76.283333,40.046667
10.5993668235294,42085,east,-80.484779,41.215014
10.9005622352941,42091,east,-75.309167,40.112222
12.0443675454545,42095,east,-75.341111,40.628056
11.7138066521739,42101,east,-75.09778,40.008889
11.9824084035088,42125,east,-79.902222,40.146667
13.4550365,42129,east,-79.505667,40.304694
12.5494129655172,42133,east,-76.699444,39.965278
6.25986011111111,44003,east,-71.72,41.615237
8.6501985,44007,east,-71.415105,41.807776
9.7182384,45019,east,-80.06501,32.980254
10.274172,45025,east,-80.198787,34.615367
10.7437723333333,45037,east,-81.853635,33.739963
10.6539138,45041,east,-79.850404,34.167636
11.6346281818182,45045,east,-82.402918,34.838814
11.4228026666667,45063,east,-81.15495,34.051017
8.470111,45073,east,-83.2377,34.805261
11.3463119,45079,east,-80.962304,34.093959
10.92421175,45083,east,-82.005211,34.926839
8.41247233333333,46011,west,-96.80071,44.310283
8.09672866666667,46013,west,-98.486111,45.4625
8.93955833333333,46029,west,-97.128802,44.89965
4.96223265,46033,west,-103.48386,43.55764
4.2991605,46071,west,-101.941218,43.74561
9.34027370588235,46099,west,-96.726435,43.544289
6.47269891176471,46103,west,-103.273777,44.087397
11.74918775,47065,east,-85.24293,34.99438
12.3049157209302,47145,east,-84.51157,35.9049
8.8240681,48029,west,-98.620166,29.51509
11.2121806666667,48037,west,-94.070802,33.425758
5.37758633333333,48043,west,-103.17781,29.30265
11.2578852,48061,west,-97.1622,26.069615
10.0218347692308,48113,west,-96.797686,32.774262
7.9302596,48135,west,-102.342037,31.836575
10.1725561428571,48139,west,-97.026899,32.482083
10.7984006,48141,west,-106.50126,31.768291
12.0282511666667,48201,west,-95.326137,29.901036
9.9992406,48203,west,-94.167457,32.668987
10.519801,48215,west,-98.291069,26.22621
10.179899,48245,west,-93.909018,29.922894
7.68746033333333,48303,west,-101.850419,33.590764
9.70758258823529,48355,west,-97.431582,27.804505
10.2574732,48361,west,-93.761341,30.085263
5.96617166666667,48375,west,-101.909275,35.201592
9.96228676470588,48439,west,-97.356568,32.805818
9.24707607142857,48453,west,-97.872301,30.483168
8.0182524,49003,west,-112.018863,41.492707
9.701085,49005,west,-111.8375,41.731111
9.4090856,49011,west,-111.884467,40.902967
9.72257816129032,49035,west,-111.849722,40.646667
6.56660842857143,49045,west,-112.299618,40.543309
8.91265248275862,49049,west,-111.663056,40.253611
9.51341085714286,49057,west,-111.975524,41.206321
6.90222233333333,50003,west,-73.24984,42.88759
6.612414,50007,west,-72.86884,44.52839
9.83236766666667,50021,west,-72.982778,43.608056
9.38644566666667,51003,east,-78.50397,38.07657
10.8941336666667,51013,east,-77.05922,38.8577
9.48757866666667,51036,east,-77.25925,37.34438
10.2362046666667,51041,east,-77.45118,37.43467
10.3534592222222,51059,east,-77.10468,38.77335
11.0750656666667,51069,east,-78.08157,39.28102
10.0198884090909,51087,east,-77.40027,37.55652
10.6881375,51107,east,-77.48925,39.02473
9.84487533333333,51139,east,-78.50442,38.66373
10.8379746666667,51165,east,-78.81952,38.47753
10.22153,51520,east,-82.1641,36.608
10.2435952,51650,east,-76.398633,37.000983
9.6262168,51680,east,-79.215011,37.332706
11.45458935,51710,east,-76.30135,36.85555
11.238868375,51770,east,-79.985,37.256111
9.92818666666667,51775,east,-80.081017,37.297883
10.4877426,51810,east,-76.181233,36.841883
10.145161,53003,west,-117.060445,46.425416
15.073333,53007,west,-120.318333,47.412222
7.930779,53011,west,-122.586944,45.648333
8.21746891489362,53033,west,-122.2806,47.755
7.961224,53037,west,-120.545,46.99364
9.35847309090909,53053,west,-122.4517,47.1864
9.26229154054054,53061,west,-121.6031,48.2469
8.1568955,53063,west,-117.358121,47.660743
9.76381928571429,53077,west,-120.499167,46.598056
12.8424393333333,54003,east,-77.964125,39.448006
13.5473435555556,54009,east,-80.596635,40.341023
13.370154,54011,east,-82.4259,38.424133
12.396501,54029,east,-80.580717,40.421539
11.7832403333333,54033,east,-80.34225,39.278117
12.5171663333333,54039,east,-81.628317,38.3456
12.8436943333333,54049,east,-80.134667,39.481483
13.1252383333333,54051,east,-80.733858,39.915961
11.5568366666667,54061,east,-79.920867,39.649367
12.423321,54069,east,-80.700972,40.114876
10.117097,54081,east,-81.197433,37.807767
13.0751573333333,54107,east,-81.552367,39.323533
5.84358566666667,55003,west,-90.656,46.602
11.1370901333333,55009,west,-87.99344,44.50729
11.2426925238095,55025,west,-89.4358,43.0733
11.2266401904762,55027,west,-88.527778,43.435
6.52109216666667,55041,west,-88.8088,45.563
11.4513123333333,55043,west,-90.698,42.693
10.3200291764706,55059,west,-87.8093,42.504722
9.738238,55063,west,-91.2269,43.7775
9.66193566666667,55071,west,-87.6161,44.138619
12.0731117297297,55079,west,-87.933333,43.016667
10.493914,55087,west,-88.395134,44.30738
10.1946126666667,55089,west,-87.81,43.49806
9.96331566666667,55109,west,-92.662696,45.124437
9.61094233333333,55111,west,-89.6797,43.4351
8.73382666666667,55119,west,-90.5972,45.2066
6.28045366666667,55125,west,-89.653,46.052
12.252861,55133,west,-88.21507,43.020075
4.99605188,56005,west,-105.235833,43.676944
3.11951929411765,56009,west,-105.386453,43.426621
8.48661766666667,56013,west,-108.736277,42.841049
4.1175002,56021,west,-104.817801,41.139976
5.5417062,56029,west,-109.072975,44.532426
7.27365155555556,56033,west,-106.955933,44.815142
5.0418804516129,56035,west,-109.860957,42.870531
6.21169,56037,west,-109.220722,41.591613
4.68442566666667,56039,west,-110.76118,43.47808
7.5308114,72061,west,-66.11446,18.440095
6.639509375,78010,west,-64.785278,17.714444
11.8234667,06041,west,-122.520004,37.97231
4.24137933333333,08067,west,-107.62863,37.13678
5.1656486,16077,west,-112.535556,42.9125
11.7209746,18105,east,-86.504762,39.159383
6.169231,26047,east,-84.9701,45.3485
10.164645,28045,east,-89.395916,30.300833
9.214189,37101,east,-78.461944,35.590833
8.699521,41013,west,-120.844773,44.299787
